state_key,state,no,constituency_name,reserved,y2021_winner_name,y2016_winner_name,y2026_winner_name,status,updated_at,y2021_winner_party,y2016_winner_party,y2026_winner_party
ASSAM,Assam,59,BARHAMPUR,GEN,Jitu Goswami,Prafulla Kumar Mahanta,,,2026-04-06T06:49:21Z,BJP,AGP,
ASSAM,Assam,60,NAGAON-BATADRABA,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,61,RAHA (SC),SC,Sashi Kanta Das,Dimbeswar Das,,,2026-04-06T06:49:21Z,INC,BJP,
ASSAM,Assam,62,BINNAKANDI,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,63,HOJAI,GEN,Ramkrishna Ghosh,Shiladitya Dev,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,64,LUMDING,GEN,Sibu Misra,Sibu Misra,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,65,DHEKIAJULI,GEN,Ashok Singhal,Ashok Singhal,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,66,BARCHALLA,GEN,Ganesh Kumar Limbu,Ganesh Kumar Limbu,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,67,TEZPUR,GEN,Prithiraj Rava,Brindaban Goswami,,,2026-04-06T06:49:21Z,AGP,AGP,
ASSAM,Assam,68,RANGAPARA,GEN,Krishna Kamal Tanti,Pallab Lochan Das,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,69,NADUAR,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,70,BISWANATH,GEN,Promod Borthakur,Promod Borthakur,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,71,BEHALI (SC),SC,Ranjit Dutta,Ranjit Dutta,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,72,GOHPUR,GEN,Utpal Borah,Utpal Borah,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,73,BIHPURIA,GEN,Amiya Kumar Bhuyan,Debananda Hazarika,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,74,RONGONADI,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,75,NOWBOICHA (SC),SC,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,76,LAKHIMPUR,GEN,Manab Deka,Utpal Dutta,,,2026-04-06T06:49:21Z,BJP,AGP,
ASSAM,Assam,77,DHAKUAKHANA (ST),ST,Naba Kumar Doley,Naba Kumar Doley,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,78,DHEMAJI (ST),ST,Ranoj Pegu,Pradan Baruah,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,79,SISSIBARGAON,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,80,JONAI (ST),ST,Bhubon Pegu,Bhubon Pegu,,,2026-04-06T06:49:21Z,BJP,IND,
ASSAM,Assam,81,SADIYA,GEN,Bolin Chetia,Bolin Chetia,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,82,DOOMDOOMA,GEN,Rupesh Gowala,Durga Bhumij,,,2026-04-06T06:49:21Z,BJP,INC,
ASSAM,Assam,83,MARGHERITA,GEN,Bhaskar Sharma,Bhaskar Sharma,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,84,DIGBOI,GEN,Suren Phukan,Suren Phukan,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,85,MAKUM,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,86,TINSUKIA,GEN,Sanjoy Kishan,Sanjoy Kishan,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,87,CHABUA-LAHOWAL,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,88,DIBRUGRAH,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,89,KHOWANG,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,90,DULIAJAN,GEN,Terash Gowalla,Terash Gowalla,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,91,TINGKHONG,GEN,Bimal Borah,Bimal Bora,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,92,NAHARKATIA,GEN,Taranga Gogoi,Naren Sonowal,,,2026-04-06T06:49:21Z,BJP,AGP,
ASSAM,Assam,93,SONARI,GEN,Dharmeswar Konwar,Topon Kumar Gogoi,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,94,MAHMORA,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,95,DEMOW,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,96,SIBSAGAR,GEN,"Akhil Gogoi{{efn|Akhil Gogoi is the president of Raijor Dal, but he contested the election as an independent candidate.}}",Pranab Kumar Gogoi,,,2026-04-06T06:49:21Z,IND,INC,
ASSAM,Assam,97,NAZIRA,GEN,Debabrata Saikia,Debabrata Saikia,,,2026-04-06T06:49:21Z,INC,INC,
ASSAM,Assam,98,MAJULI (ST),ST,Sarbananda Sonowal,Sarbananda Sonowal,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,99,TEOK,GEN,Renupoma Rajkhowa,Renupoma Rajkhowa,,,2026-04-06T06:49:21Z,AGP,AGP,
ASSAM,Assam,100,JORHAT,GEN,Hitendra Nath Goswami,Hitendra Nath Goswami,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,101,MARIANI,GEN,Rupjyoti Kurmi,Rupjyoti Kurmi,,,2026-04-06T06:49:21Z,INC,INC,
ASSAM,Assam,102,TITABOR,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,103,GOLAGHAT,GEN,Ajanta Neog,Ajanta Neog,,,2026-04-06T06:49:21Z,BJP,INC,
ASSAM,Assam,104,DERGAON,GEN,Bhabendra Nath Bharali,Bhabendra Nath Bharali,,,2026-04-06T06:49:21Z,AGP,AGP,
ASSAM,Assam,105,BOKAKHAT,GEN,Atul Bora,Atul Bora,,,2026-04-06T06:49:21Z,AGP,AGP,
ASSAM,Assam,106,KHUMTAI,GEN,Mrinal Saikia,Mrinal Saikia,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,107,SARUPATHAR,GEN,Biswajit Phukan,Roselina Tirkey,,,2026-04-06T06:49:21Z,BJP,INC,
ASSAM,Assam,108,BOKAJAN (ST),ST,Numal Momin,Numal Momin,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,109,HOWARGHAT (ST),ST,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,110,DIPHU (ST),ST,Bidya Sing Engleng,Sum Ronghang,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,111,RONGKHANG (ST),ST,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,112,AMRI (ST),ST,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,113,HAFLONG (ST),ST,Nandita Garlosa,Bir Bhadra Hagjer,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,114,LAKHIPUR,GEN,Kaushik Rai,Rajdeep Goala,,,2026-04-06T06:49:21Z,BJP,INC,
ASSAM,Assam,115,UDHARBOND,GEN,Mihir Kanti Shome,Mihir Kanti Shome,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,116,KATIGORAH,GEN,Khalil Uddin Mazumder,Amar Chand Jain,,,2026-04-06T06:49:21Z,INC,BJP,
ASSAM,Assam,117,BARKHOLA,GEN,Misbahul Islam Laskar,Kishor Nath,,,2026-04-06T06:49:21Z,INC,BJP,
ASSAM,Assam,118,SILCHAR,GEN,Dipayan Chakraborty,Dilip Kumar Paul,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,119,SONAI,GEN,Karim Uddin Barbhuiya,Aminul Haque Laskar,,,2026-04-06T06:49:21Z,AIUDF,BJP,
ASSAM,Assam,120,DHOLAI (SC),SC,Parimal Suklabaidya,Parimal Suklabaidya,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,121,HAILAKANDI,GEN,Zakir Hussain Laskar,Anwar Hussain Laskar,,,2026-04-06T06:49:21Z,AIUDF,AIUDF,
ASSAM,Assam,122,ALGAPUR-KATLICHERRA,GEN,,,,,2026-04-06T06:49:21Z,,,
ASSAM,Assam,123,KARIMGANJ NORTH,GEN,Kamalakhya Dey Purkayastha,Kamalakhya Dey Purkayastha,,,2026-04-06T06:49:21Z,INC,INC,
ASSAM,Assam,124,KARIMGANJ SOUTH,GEN,Siddique Ahmed,Aziz Ahmed Khan,,,2026-04-06T06:49:21Z,INC,AIUDF,
ASSAM,Assam,125,PATHARKANDI,GEN,Krishnendu Paul,Krishnendu Paul,,,2026-04-06T06:49:21Z,BJP,BJP,
ASSAM,Assam,126,RAM KRISHANA NAGAR (SC),SC,,,,,2026-04-06T06:49:21Z,,,
KERALA,Kerala,1,Manjeshwaram,GEN,A. K. M. Ashraf,P. B. Abdul Razak,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,2,Kasaragod,GEN,N. A. Nellikkunnu,N. A. Nellikkunnu,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,3,Udma,GEN,C. H. Kunhambu,K. Kunhiraman,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,4,Kanhangad,GEN,E. Chandrasekharan,E. Chandrasekharan,,,2026-04-06T06:49:21Z,CPI,CPI(M),
KERALA,Kerala,5,Thrikaripur,GEN,M. Rajagopalan,M. Rajagopalan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,6,Payyanur,GEN,TI. Madhusoodanan,C. Krishnan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,7,Kalliasseri,GEN,M. Vijin,T. V. Rajesh,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,8,Taliparamba,GEN,M. V. Govindan,James Mathew,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,9,Irikkur,GEN,Sajeev Joseph,K. C. Joseph,,,2026-04-06T06:49:21Z,INC,INC,
KERALA,Kerala,10,Azhikode,GEN,K. V. Sumesh,K. M. Shaji,,,2026-04-06T06:49:21Z,CPI(M),IUML,
KERALA,Kerala,11,Kannur,GEN,Kadannappalli Ramachandran,Kadannappalli Ramachandran,,,2026-04-06T06:49:21Z,Con(S),Congress (Secular),
KERALA,Kerala,12,Dharmadom,GEN,Pinarayi Vijayan,Pinarayi Vijayan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,13,Thalassery,GEN,A. N. Shamseer,A. N. Shamseer,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,14,Kuthuparamba,GEN,K. P. Mohanan,K. K. Shailaja,,,2026-04-06T06:49:21Z,LJD,CPI(M),
KERALA,Kerala,15,Mattanur,GEN,K. K. Shailaja,E. P. Jayarajan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,16,Peravoor,GEN,Sunny Joseph,Sunny Joseph,,,2026-04-06T06:49:21Z,INC,INC,
KERALA,Kerala,17,Mananthavady,ST,O. R. Kelu,O. R. Kelu,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,18,Sulthan Bathery,ST,I. C. Balakrishnan,I. C. Balakrishnan,,,2026-04-06T06:49:21Z,INC,INC,
KERALA,Kerala,19,Kalpetta,GEN,T. Siddique,C. K. Saseendran,,,2026-04-06T06:49:21Z,INC,CPI(M),
KERALA,Kerala,20,Vatakara,GEN,K. K. Rema,C. K. Nanu,,,2026-04-06T06:49:21Z,RMPI,JD(S),
KERALA,Kerala,21,Kuttiady,GEN,K. P. Kunhammadkutty,Parakkal Abdulla,,,2026-04-06T06:49:21Z,CPI(M),IUML,
KERALA,Kerala,22,Nadapuram,GEN,E. K. Vijayan,E. K. Vijayan,,,2026-04-06T06:49:21Z,CPI,CPI,
KERALA,Kerala,23,Koyilandy,GEN,Kanathil Jameela,K. Dasan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,24,Perambra,GEN,T. P. Ramakrishnan,T. P. Ramakrishnan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,25,Balussery,SC,K. M. Sachin Dev,Purushan Kadalundi,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,26,Elathur,GEN,A. K. Saseendran,A. K. Saseendran,,,2026-04-06T06:49:21Z,NCP,NCP,
KERALA,Kerala,27,Kozhikode North,GEN,Thottathil Raveendran,A. Pradeep Kumar,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,28,Kozhikode South,GEN,Ahamed Devarkovil,M. K. Muneer,,,2026-04-06T06:49:21Z,INL,IUML,
KERALA,Kerala,29,Beypore,GEN,P. A. Mohammed Riyas,V. K. C. Mammed Koya,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,30,Kunnamangalam,GEN,P. T. A. Rahim,P. T. A. Rahim,,,2026-04-06T06:49:21Z,IND,IND,
KERALA,Kerala,31,Koduvally,GEN,M. K. Muneer,Karat Razack,,,2026-04-06T06:49:21Z,IUML,IND,
KERALA,Kerala,32,Thiruvambady,GEN,Linto Joseph,George M. Thomas,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,33,Kondotty,GEN,T. V. Ibrahim,T. V. Ibrahim,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,34,Eranad,GEN,P. K. Basheer,P. K. Basheer,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,35,Nilambur,GEN,P. V. Anvar,P. V. Anvar,,,2026-04-06T06:49:21Z,IND,IND,
KERALA,Kerala,36,Wandoor,SC,A. P. Anil Kumar,A. P. Anil Kumar,,,2026-04-06T06:49:21Z,INC,INC,
KERALA,Kerala,37,Manjeri,GEN,U. A. Latheef,M. Ummer,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,38,Perinthalmanna,GEN,Najeeb Kanthapuram,Manjalamkuzhi Ali,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,39,Mankada,GEN,Manjalamkuzhi Ali,T. A. Ahmed Kabeer,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,40,Malappuram,GEN,P. Ubaidulla,P. Ubaidulla,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,41,Vengara,GEN,P. K. Kunhalikutty,P. K. Kunhalikutty,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,42,Vallikkunnu,GEN,P. Abdul Hameed,Abdul Hameed Master,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,43,Tirurangadi,GEN,K. P. A. Majeed,P. K. Abdu Rabb,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,44,Tanur,GEN,V. Abdurahman,V. Abdurahiman,,,2026-04-06T06:49:21Z,NSC,National Secular Conference,
KERALA,Kerala,45,Tirur,GEN,Kurukkoli Moideen,C. Mammootty,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,46,Kottakkal,GEN,K. K. Abid Hussain Thangal,Abid Hussain Thangal,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,47,Thavanur,GEN,K. T. Jaleel,K. T. Jaleel,,,2026-04-06T06:49:21Z,IND,IND,
KERALA,Kerala,48,Ponnani,GEN,P. Nandakumar,P. Sreeramakrishnan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,49,Thrithala,GEN,M. B. Rajesh,V. T. Balram,,,2026-04-06T06:49:21Z,CPI(M),INC,
KERALA,Kerala,50,Pattambi,GEN,Muhammed Muhsin,Muhammad Muhassin,,,2026-04-06T06:49:21Z,CPI,CPI,
KERALA,Kerala,51,Shornur,GEN,P. Mammikutty,P. K. Sasi,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,52,Ottapalam,GEN,K. Premkumar,P. Unni,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,53,Kongad,SC,K. Shanthakumari,K. V. Vijayadas,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,54,Mannarkkad,GEN,N. Shamsudheen,N. Samsudheen,,,2026-04-06T06:49:21Z,IUML,IUML,
KERALA,Kerala,55,Malampuzha,GEN,A. Prabhakaran,V. S. Achuthanandan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,56,Palakkad,GEN,Shafi Parambil,Shafi Parambil,,,2026-04-06T06:49:21Z,INC,INC,
KERALA,Kerala,57,Tarur,SC,P. P. Sumod,A. K. Balan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,58,Chittur,GEN,K. Krishnankutty,K. Krishnankutty,,,2026-04-06T06:49:21Z,JD(S),JD(S),
KERALA,Kerala,59,Nenmara,GEN,K. Babu,K. Babu,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,60,Alathur,GEN,K. D. Prasenan,K. D. Prasenan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,61,Chelakkara,SC,K. Radhakrishnan,U. R. Pradeep,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,62,Kunnamkulam,GEN,A. C. Moideen,A. C. Moideen,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,63,Guruvayur,GEN,N. K. Akbar,K. V. Abdul Khader,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,64,Manalur,GEN,Murali Perunelly,Murali Perunelly,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,65,Wadakkanchery,GEN,Xavier Chittilappilly,Anil Akkara,,,2026-04-06T06:49:21Z,CPI(M),INC,
KERALA,Kerala,66,Ollur,GEN,K. Rajan,K. Rajan,,,2026-04-06T06:49:21Z,CPI,CPI(M),
KERALA,Kerala,67,Thrissur,GEN,P. Balachandran,V. S. Sunil Kumar,,,2026-04-06T06:49:21Z,CPI,CPI,
KERALA,Kerala,68,Nattika,SC,C. C. Mukundan,Geetha Gopi,,,2026-04-06T06:49:21Z,CPI,CPI,
KERALA,Kerala,69,Kaipamangalam,GEN,E. T. Taison,E. T. Taison Master,,,2026-04-06T06:49:21Z,CPI,CPI,
KERALA,Kerala,70,Irinjalakuda,GEN,R. Bindu,K. U. Arunan,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
KERALA,Kerala,71,Puthukkad,GEN,K. K. Ramachandran,C. Raveendranath,,,2026-04-06T06:49:21Z,CPI(M),CPI(M),
