"state_key","state","no","y2026_winner_name","status","updated_at","y2026_winner_party"
"TAMIL_NADU","Tamil Nadu","62","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","63","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","64","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","65","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","66","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","67","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","68","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","69","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","70","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","71","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","72","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","73","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","74","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","75","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","76","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","77","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","78","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","79","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","80","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","81","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","82","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","83","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","84","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","85","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","86","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","87","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","88","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","89","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","90","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","91","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","92","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","93","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","94","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","95","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","96","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","97","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","98","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","99","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","100","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","101","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","102","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","103","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","104","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","105","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","106","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","107","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","108","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","109","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","110","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","111","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","112","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","113","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","114","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","115","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","116","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","117","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","118","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","119","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","120","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","121","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","122","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","123","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","124","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","125","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","126","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","127","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","128","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","129","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","130","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","131","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","132","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","133","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","134","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","135","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","136","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","137","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","138","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","139","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","140","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","141","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","142","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","143","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","144","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","145","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","146","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","147","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","148","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","149","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","150","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","151","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","152","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","153","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","154","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","155","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","156","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","157","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","158","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","159","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","160","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","161","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","162","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","163","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","164","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","165","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","166","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","167","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","168","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","169","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","170","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","171","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","172","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","173","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","174","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","175","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","176","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","177","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","178","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","179","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","180","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","181","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","182","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","183","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","184","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","185","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","186","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","187","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","188","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","189","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","190","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","191","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","192","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","193","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","194","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","195","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","196","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","197","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","198","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","199","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","200","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","201","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","202","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","203","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","204","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","205","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","206","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","207","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","208","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","209","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","210","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","211","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","212","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","213","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","214","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","215","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","216","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","217","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","218","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","219","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","220","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","221","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","222","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","223","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","224","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","225","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","226","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","227","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","228","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","229","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","230","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","231","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","232","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","233","NA","","2026-04-06T06:49:21Z","NA"
"TAMIL_NADU","Tamil Nadu","234","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","1","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","2","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","3","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","4","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","5","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","6","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","7","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","8","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","9","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","10","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","11","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","12","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","13","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","14","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","15","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","16","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","17","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","18","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","19","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","20","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","21","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","22","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","23","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","24","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","25","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","26","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","27","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","28","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","29","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","30","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","31","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","32","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","33","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","34","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","35","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","36","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","37","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","38","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","39","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","40","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","41","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","42","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","43","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","44","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","45","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","46","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","47","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","48","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","49","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","50","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","51","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","52","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","53","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","54","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","55","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","56","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","57","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","58","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","59","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","60","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","61","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","62","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","63","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","64","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","65","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","66","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","67","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","68","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","69","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","70","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","71","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","72","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","73","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","74","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","75","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","76","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","77","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","78","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","79","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","80","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","81","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","82","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","83","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","84","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","85","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","86","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","87","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","88","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","89","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","90","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","91","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","92","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","93","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","94","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","95","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","96","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","97","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","98","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","99","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","100","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","101","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","102","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","103","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","104","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","105","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","106","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","107","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","108","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","109","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","110","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","111","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","112","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","113","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","114","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","115","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","116","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","117","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","118","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","119","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","120","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","121","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","122","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","123","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","124","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","125","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","126","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","127","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","128","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","129","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","130","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","131","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","132","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","133","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","134","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","135","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","136","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","137","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","138","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","139","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","140","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","141","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","142","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","143","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","144","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","145","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","146","NA","","2026-04-06T06:49:21Z","NA"
"WEST_BENGAL","West Bengal","147","NA","","2026-04-06T06:49:21Z","NA"
