state_key,state,no,constituency_name,reserved,y2021_winner_name,y2016_winner_name,y2021_winner_party,y2016_winner_party
WEST_BENGAL,West Bengal,39,Balurghat,GEN,Ashok Lahiri,Biswanath Choudhury,BJP,RSP
WEST_BENGAL,West Bengal,40,Tapan (ST),ST,Budhrai Tudu,Bachchu Hansda,BJP,TMC
WEST_BENGAL,West Bengal,41,Gangarampur (SC),SC,Satyendra Nath Ray,Goutam Das,BJP,INC
WEST_BENGAL,West Bengal,42,Harirampur,GEN,Biplab Mitra,Rafikul Islam,TMC,CPI(M)
WEST_BENGAL,West Bengal,43,Habibpur (ST),ST,Joyel Murmu,Khagen Murmu,BJP,CPI(M)
WEST_BENGAL,West Bengal,44,Gazole (SC),SC,Chinmoy Deb Barman,Dipali Biswas,BJP,CPI(M)
WEST_BENGAL,West Bengal,45,Chanchal,GEN,Nihar Ranjan Ghosh,Asif Mehbub,TMC,INC
WEST_BENGAL,West Bengal,46,Harishchandrapur,GEN,Tajmul Hossain,Mostaque Alam,TMC,INC
WEST_BENGAL,West Bengal,47,Malatipur,GEN,Abdur Rahim Bakshi,Alberuni Zulkarnain,TMC,INC
WEST_BENGAL,West Bengal,48,Ratua,GEN,Samar Mukherjee,Samar Mukherjee,TMC,INC
WEST_BENGAL,West Bengal,49,Manikchak,GEN,Sabitri Mitra,Md. Mottakin Alam,TMC,INC
WEST_BENGAL,West Bengal,50,Maldaha (SC),SC,Gopal Chandra Saha,Bhupendra Nath Halder,BJP,INC
WEST_BENGAL,West Bengal,51,English Bazar,GEN,Sreerupa Mitra Chaudhury,Nihar Ranjan Ghosh,BJP,IND
WEST_BENGAL,West Bengal,52,Mothabari,GEN,Sabina Yeasmin,Sabina Yeasmin,TMC,INC
WEST_BENGAL,West Bengal,53,Sujapur,GEN,Muhammad Abdul Ghani,Isha Khan Choudhury,TMC,INC
WEST_BENGAL,West Bengal,54,Baisnabnagar,GEN,Chandana Sarkar,Swadhin Kumar Sarkar,TMC,BJP
WEST_BENGAL,West Bengal,55,Farakka,GEN,Manirul Islam,Mainul Haque,TMC,INC
WEST_BENGAL,West Bengal,56,Samserganj,GEN,Amirul Islam,Amirul Islam,TMC,TMC
WEST_BENGAL,West Bengal,57,Suti,GEN,Emani Biswas,Humayun Reza,TMC,INC
WEST_BENGAL,West Bengal,58,Jangipur,GEN,Jakir Hossain,Jakir Hossain,TMC,TMC
WEST_BENGAL,West Bengal,59,Raghunathganj,GEN,Akhruzzaman,Akhruzzaman,TMC,INC
WEST_BENGAL,West Bengal,60,Sagardighi,GEN,Subrata Saha,Subrata Saha,TMC,TMC
WEST_BENGAL,West Bengal,61,Lalgola,GEN,Mohammad Ali,Abu Hena,TMC,INC
WEST_BENGAL,West Bengal,62,Bhagabangola,GEN,Idris Ali,Mahasin Ali,TMC,CPI(M)
WEST_BENGAL,West Bengal,63,Raninagar,GEN,Abdul Soumik Hossain,Firoza Begam,TMC,INC
WEST_BENGAL,West Bengal,64,Murshidabad,GEN,Gouri Shankar Ghosh,Shaoni Singha Roy,BJP,INC
WEST_BENGAL,West Bengal,65,Nabagram (SC),SC,Kanai Chandra Mondal,Kanai Chandra Mondal,TMC,CPI(M)
WEST_BENGAL,West Bengal,66,Khargram (SC),SC,Ashish Marjit,Ashis Marjit,TMC,INC
WEST_BENGAL,West Bengal,67,Burwan (SC),SC,Jiban Krishna Saha,Protima Rajak,TMC,INC
WEST_BENGAL,West Bengal,68,Kandi,GEN,Apurba Sarkar,Apurba Sarkar,TMC,INC
WEST_BENGAL,West Bengal,69,Bharatpur,GEN,Humayun Kabir,Kamalesh Chatterjee,TMC,INC
WEST_BENGAL,West Bengal,70,Rejinagar,GEN,Rabiul Alam Chowdhury,Rabiul Alam Chowdhury,TMC,INC
WEST_BENGAL,West Bengal,71,Beldanga,GEN,Sheikh Hasanuzzaman,Seikh Safiujjaman,TMC,INC
WEST_BENGAL,West Bengal,72,Baharampur,GEN,Subrata Maitra,Manoj Chakraborty,BJP,INC
WEST_BENGAL,West Bengal,73,Hariharpara,GEN,Niamot Sheikh,Niamot Sheikh,TMC,TMC
WEST_BENGAL,West Bengal,74,Naoda,GEN,Sahina Mumtaz Begum,Abu Taher Khan,TMC,INC
WEST_BENGAL,West Bengal,75,Domkal,GEN,Jafikul Islam,Anisur Rahaman,TMC,CPI(M)
WEST_BENGAL,West Bengal,76,Jalangi,GEN,Abdur Razzak,Abdur Razzak Mandal,TMC,CPI(M)
WEST_BENGAL,West Bengal,77,Karimpur,GEN,Bimalendu Sinha Roy,Mahua Moitra,TMC,TMC
WEST_BENGAL,West Bengal,78,Tehatta,GEN,Tapas Kumar Saha,Gouri Sankar Dutta,TMC,TMC
WEST_BENGAL,West Bengal,79,Palashipara,GEN,Manik Bhattacharya,Tapas Kumar Saha,TMC,TMC
WEST_BENGAL,West Bengal,80,Kaliganj,GEN,Nasiruddin Ahamed,Hasanuzzaman Sk,TMC,INC
WEST_BENGAL,West Bengal,81,Nakashipara,GEN,Kallol Khan,Kallol Khan,TMC,TMC
WEST_BENGAL,West Bengal,82,Chapra,GEN,Rukbanur Rahman,Rukbanur Rahman,TMC,TMC
WEST_BENGAL,West Bengal,83,Krishnanagar Uttar,GEN,Mukul Roy,Abani Mohan Joardar,BJP,TMC
WEST_BENGAL,West Bengal,84,Nabadwip,GEN,Pundarikakshya Saha,Pundarikakshya Saha,TMC,TMC
WEST_BENGAL,West Bengal,85,Krishnanagar Dakshin,GEN,Ujjal Biswas,Ujjal Biswas,TMC,TMC
WEST_BENGAL,West Bengal,86,Santipur,GEN,Jagannath Sarkar,Arindam Bhattacharya,BJP,INC
WEST_BENGAL,West Bengal,87,Ranaghat Uttar Paschim,GEN,Parthasarathi Chatterjee,Sankar Singha,BJP,INC
WEST_BENGAL,West Bengal,88,Krishnaganj (SC),SC,Ashish Kumar Biswas,Satyajit Biswas,BJP,TMC
WEST_BENGAL,West Bengal,89,Ranaghat Uttar Purba (SC),SC,Ashim Biswas,Samir Kumar Poddar,BJP,TMC
WEST_BENGAL,West Bengal,90,Ranaghat Dakshin (SC),SC,Mukut Mani Adhikari,Rama Biswas,BJP,CPI(M)
WEST_BENGAL,West Bengal,91,Chakdaha,GEN,Bankim Chandra Ghosh,Ratna Ghosh Kar,BJP,TMC
WEST_BENGAL,West Bengal,92,Kalyani (SC),SC,Ambika Roy,Ramendra Nath Biswas,BJP,TMC
WEST_BENGAL,West Bengal,93,Haringhata (SC),SC,Ashim Kumar Sarkar,Nilima Nag,BJP,TMC
WEST_BENGAL,West Bengal,94,Bagdah,SC,Biswajit Das,Dulal Chandra Bar,BJP,INC
WEST_BENGAL,West Bengal,95,Bangaon Uttar (SC),SC,Ashok Kirtania,Biswajit Das,BJP,TMC
WEST_BENGAL,West Bengal,96,Bangaon Dakshin (SC),SC,Swapan Majumder,Surajit Kumar Biswas,BJP,TMC
WEST_BENGAL,West Bengal,97,Gaighata (SC),SC,Subrata Thakur,Pulin Bihari Ray,BJP,TMC
WEST_BENGAL,West Bengal,98,Swarupnagar,SC,Bina Mondal,Bina Mandal,TMC,TMC
WEST_BENGAL,West Bengal,99,Baduria,GEN,Abdur Rahim Qazi,Abdur Rahim Quazi,TMC,INC
WEST_BENGAL,West Bengal,100,Habra,GEN,Jyotipriya Mallick,Jyotipriya Mallick,TMC,TMC
WEST_BENGAL,West Bengal,101,Ashokenagar,GEN,Narayan Goswami,Dhiman Roy,TMC,TMC
WEST_BENGAL,West Bengal,102,Amdanga,GEN,Rafiqur Rahaman,Rafiqur Rahaman,TMC,TMC
WEST_BENGAL,West Bengal,103,Bijpur,GEN,Subodh Adhikary,Subhranshu Roy,TMC,TMC
WEST_BENGAL,West Bengal,104,Naihati,GEN,Partha Bhowmick,Partha Bhowmick,TMC,TMC
WEST_BENGAL,West Bengal,105,Bhatpara,GEN,Pawan Kumar Singh,Arjun Singh,BJP,TMC
WEST_BENGAL,West Bengal,106,Jagatdal,GEN,Somenath Shyam Ichini,Parash Dutta,TMC,TMC
WEST_BENGAL,West Bengal,107,Noapara,GEN,Manju Basu,Madhusudan Ghose,TMC,INC
WEST_BENGAL,West Bengal,108,Barrackpur,GEN,Raj Chakraborty,Silbhadra Dutta,TMC,TMC
WEST_BENGAL,West Bengal,109,Khardaha,GEN,Kajal Sinha,Amit Mitra,TMC,TMC
WEST_BENGAL,West Bengal,110,Dum Dum Uttar,GEN,Chandrima Bhattacharya,Tanmoy Bhattacharya,TMC,CPI(M)
WEST_BENGAL,West Bengal,111,Panihati,GEN,Nirmal Ghosh,Nirmal Ghosh,TMC,TMC
WEST_BENGAL,West Bengal,112,Kamarhati,GEN,Madan Mitra,Manash Mukherjee,TMC,CPI(M)
WEST_BENGAL,West Bengal,113,Baranagar,GEN,Tapas Roy,Tapas Roy,TMC,TMC
WEST_BENGAL,West Bengal,114,Dum Dum,GEN,Bratya Basu,Bratya Basu,TMC,TMC
WEST_BENGAL,West Bengal,115,Rajarhat New Town,GEN,Tapash Chatterjee,Sabyasachi Dutta,TMC,TMC
WEST_BENGAL,West Bengal,116,Bidhannagar,GEN,Sujit Bose,Sujit Bose,TMC,TMC
WEST_BENGAL,West Bengal,117,Rajarhat Gopalpur,GEN,Aditi Munshi,Purnendu Basu,TMC,TMC
WEST_BENGAL,West Bengal,118,Madhyamgram,GEN,Rathin Ghosh,Rathin Ghosh,TMC,TMC
WEST_BENGAL,West Bengal,119,Barasat,GEN,Chiranjeet Chakraborty,Chiranjeet Chakrabarti,TMC,TMC
WEST_BENGAL,West Bengal,120,Deganga,GEN,Rahima Mondal,Rahima Mondal,TMC,TMC
WEST_BENGAL,West Bengal,121,Haroa,GEN,Haji Nurul Islam,Haji Nurul Islam,TMC,TMC
WEST_BENGAL,West Bengal,122,Minakhan (SC),SC,Usha Rani Mondal,Usha Rani Mondal,TMC,TMC
WEST_BENGAL,West Bengal,123,Sandeshkhali (ST),ST,Sukumar Mahata,Sukumar Mahata,TMC,TMC
WEST_BENGAL,West Bengal,124,Basirhat Dakshin,GEN,Saptarshi Banerjee,Dipendu Biswas,TMC,TMC
WEST_BENGAL,West Bengal,125,Basirhat Uttar,GEN,Rafikul Islam Mondal,Rafikul Islam Mondal,TMC,CPI(M)
WEST_BENGAL,West Bengal,126,Hingalganj (SC),SC,Debesh Mondal,Debes Mondal,TMC,TMC
WEST_BENGAL,West Bengal,127,Gosaba (SC),SC,Jayanta Naskar,Jayanta Naskar,TMC,TMC
WEST_BENGAL,West Bengal,128,Basanti (SC),SC,Shyamal Mondal,Gobinda Chandra Naskar,TMC,TMC
WEST_BENGAL,West Bengal,129,Kultali (SC),SC,Ganesh Chandra Mondal,Ram Sankar Halder,TMC,CPI(M)
WEST_BENGAL,West Bengal,130,Patharpratima,GEN,Samir Kumar Jana,Samir Kumar Jana,TMC,TMC
WEST_BENGAL,West Bengal,131,Kakdwip,GEN,Manturam Pakhira,Manturam Pakhira,TMC,TMC
WEST_BENGAL,West Bengal,132,Sagar,GEN,Bankim Chandra Hazra,Bankim Chandra Hazra,TMC,TMC
WEST_BENGAL,West Bengal,133,Kulpi,GEN,Jogaranjan Halder,Jogaranjan Halder,TMC,TMC
WEST_BENGAL,West Bengal,134,Raidighi,GEN,Aloke Jaldata,Debasree Roy,TMC,TMC
WEST_BENGAL,West Bengal,135,Mandirbazar (SC),SC,Joydeb Halder,Joydeb Halder,TMC,TMC
WEST_BENGAL,West Bengal,136,Jaynagar (SC),SC,Biswanath Das,Biswanath Das,TMC,TMC
WEST_BENGAL,West Bengal,137,Baruipur Purba (SC),SC,Bivas Sardar,Nirmal Chandra Mondal,TMC,TMC
WEST_BENGAL,West Bengal,138,Canning Paschim (SC),SC,Paresh Ram Das,Shyamal Mondal,TMC,TMC
WEST_BENGAL,West Bengal,139,Canning Purba,GEN,Saokat Molla,Saokat Molla,TMC,TMC
WEST_BENGAL,West Bengal,140,Baruipur Paschim,GEN,Biman Banerjee,Biman Banerjee,TMC,TMC
WEST_BENGAL,West Bengal,141,Magrahat Purba (SC),SC,Namita Saha,Namita Saha,TMC,TMC
WEST_BENGAL,West Bengal,142,Magrahat Paschim,GEN,Giasuddin Molla,Giasuddin Molla,TMC,TMC
WEST_BENGAL,West Bengal,143,Diamond Harbour,GEN,Pannalal Halder,Dipak Kumar Halder,TMC,TMC
WEST_BENGAL,West Bengal,144,Falta,GEN,Shankar Kumar Naskar,Tamonash Ghosh,TMC,TMC
WEST_BENGAL,West Bengal,145,Satgachia,GEN,Mohan Chandra Naskar,Sonali Guha,TMC,TMC
WEST_BENGAL,West Bengal,146,Bishnupur (SC),SC,Dilip Mondal,Dilip Mondal,TMC,TMC
WEST_BENGAL,West Bengal,147,Sonarpur Dakshin,GEN,Arundhuti Maitra,Jiban Mukhopadhyay,TMC,TMC
WEST_BENGAL,West Bengal,148,Bhangar,GEN,Nawsad Siddique,Abdur Razzak Molla,ISF,TMC
WEST_BENGAL,West Bengal,149,Kasba,GEN,Javed Ahmed Khan,Javed Ahmed Khan,TMC,TMC
WEST_BENGAL,West Bengal,150,Jadavpur,GEN,Debabrata Majumdar,Sujan Chakraborty,TMC,CPI(M)
WEST_BENGAL,West Bengal,151,Sonarpur Uttar,GEN,Firdousi Begum,Firdousi Begum,TMC,TMC
WEST_BENGAL,West Bengal,152,Tollygunge,GEN,Aroop Biswas,Aroop Biswas,TMC,TMC
WEST_BENGAL,West Bengal,153,Behala Purba,GEN,Ratna Chatterjee,Sovan Chatterjee,TMC,TMC
WEST_BENGAL,West Bengal,154,Behala Paschim,GEN,Partha Chatterjee,Partha Chatterjee,TMC,TMC
WEST_BENGAL,West Bengal,155,Maheshtala,GEN,Dulal Chandra Das,Kasturi Das,TMC,TMC
WEST_BENGAL,West Bengal,156,Budge Budge,GEN,Ashok Kumar Deb,Ashok Kumar Deb,TMC,TMC
WEST_BENGAL,West Bengal,157,Metiaburuz,GEN,Abdul Khaleque Molla,Abdul Khaleque Molla,TMC,TMC
WEST_BENGAL,West Bengal,158,Kolkata Port,GEN,Firhad Hakim,Firhad Hakim,TMC,TMC
WEST_BENGAL,West Bengal,159,Bhabanipur,GEN,Sovandeb Chattopadhyay,Mamata Banerjee,TMC,TMC
WEST_BENGAL,West Bengal,160,Rashbehari,GEN,Debasish Kumar,Sobhandeb Chattopadhyay,TMC,TMC
WEST_BENGAL,West Bengal,161,Ballygunge,GEN,Subrata Mukherjee,Subrata Mukherjee,TMC,TMC
WEST_BENGAL,West Bengal,162,Chowrangee,GEN,Nayna Bandyopadhyay,Nayna Bandyopadhyay,TMC,TMC
WEST_BENGAL,West Bengal,163,Entally,GEN,Swarna Kamal Saha,Swarna Kamal Saha,TMC,TMC
WEST_BENGAL,West Bengal,164,Beleghata,GEN,Paresh Paul,Paresh Paul,TMC,TMC
WEST_BENGAL,West Bengal,165,Jorasanko,GEN,Vivek Gupta,Smita Bakshi,TMC,TMC
WEST_BENGAL,West Bengal,166,Shyampukur,GEN,Shashi Panja,Shashi Panja,TMC,TMC
WEST_BENGAL,West Bengal,167,Maniktala,GEN,Sadhan Pande,Sadhan Pande,TMC,TMC
WEST_BENGAL,West Bengal,168,Kashipur-Belgachhia,GEN,Atin Ghosh,Mala Saha,TMC,TMC
WEST_BENGAL,West Bengal,169,Bally,GEN,Rana Chatterjee,Baishali Dalmiya,TMC,TMC
WEST_BENGAL,West Bengal,170,Howrah Uttar,GEN,Gautam Chowdhuri,Laxmi Ratan Shukla,TMC,TMC
WEST_BENGAL,West Bengal,171,Howrah Madhya,GEN,Arup Roy,Arup Roy,TMC,TMC
WEST_BENGAL,West Bengal,172,Shibpur,GEN,Manoj Tiwary,Jatu Lahiri,TMC,TMC
WEST_BENGAL,West Bengal,173,Howrah Dakshin,GEN,Nandita Chowdhury,Brajamohan Mazumder,TMC,TMC
WEST_BENGAL,West Bengal,174,Sankrail (SC),SC,Priya Paul,Sital Kumar Sardar,TMC,TMC
WEST_BENGAL,West Bengal,175,Panchla,GEN,Gulsan Mullick,Gulsan Mullick,TMC,TMC
WEST_BENGAL,West Bengal,176,Uluberia Purba,GEN,Bidesh Ranjan Bose,Haider Aziz Safwi,TMC,TMC
WEST_BENGAL,West Bengal,177,Uluberia Uttar (SC),SC,Nirmal Maji,Dr. Nirmal Maji,TMC,TMC
WEST_BENGAL,West Bengal,178,Uluberia Dakshin,GEN,Pulak Roy,Pulak Roy,TMC,TMC
WEST_BENGAL,West Bengal,179,Shyampur,GEN,Kalipada Mandal,Kalipada Mandal,TMC,TMC
WEST_BENGAL,West Bengal,180,Bagnan,GEN,Arunava Sen,Arunava Sen,TMC,TMC
WEST_BENGAL,West Bengal,181,Amta,GEN,Sukanta Kumar Paul,Asit Mitra,TMC,INC
WEST_BENGAL,West Bengal,182,Udaynarayanpur,GEN,Samir Kumar Panja,Samir Kumar Panja,TMC,TMC
WEST_BENGAL,West Bengal,183,Jagatballavpur,GEN,Sitanath Ghosh,Muhammad Abdul Ghani,TMC,TMC
WEST_BENGAL,West Bengal,184,Domjur,GEN,Kalyan Ghosh,Rajib Banerjee,TMC,TMC
WEST_BENGAL,West Bengal,185,Uttarpara,GEN,Kanchan Mullick,Prabir Kumar Ghosal,TMC,TMC
WEST_BENGAL,West Bengal,186,Sreerampur,GEN,Sudipto Roy,Sudipto Roy,TMC,TMC
WEST_BENGAL,West Bengal,187,Champdani,GEN,Arindam Guin,Abdul Mannan,TMC,INC
WEST_BENGAL,West Bengal,188,Singur,GEN,Becharam Manna,Rabindranath Bhattacharya,TMC,TMC
WEST_BENGAL,West Bengal,189,Chandannagar,GEN,Indranil Sen,Indranil Sen,TMC,TMC
WEST_BENGAL,West Bengal,190,Chunchura,GEN,Asit Mazumdar,Asit Mazumder,TMC,TMC
WEST_BENGAL,West Bengal,191,Balagarh (SC),SC,Manoranjan Byapari,Ashim Kumar Majhi,TMC,TMC
WEST_BENGAL,West Bengal,192,Pandua,GEN,Ratna De Nag,Sk. Amjad Hossain,TMC,CPI(M)
WEST_BENGAL,West Bengal,193,Saptagram,GEN,Tapan Dasgupta,Tapan Dasgupta,TMC,TMC
WEST_BENGAL,West Bengal,194,Chanditala,GEN,Swati Khandoker,Swati Khandoker,TMC,TMC
WEST_BENGAL,West Bengal,195,Jangipara,GEN,Snehasis Chakraborty,Snehasis Chakraborty,TMC,TMC
WEST_BENGAL,West Bengal,196,Haripal,GEN,Karabi Manna,Becharam Manna,TMC,TMC
WEST_BENGAL,West Bengal,197,Dhanekhali (SC),SC,Ashima Patra,Ashima Patra,TMC,TMC
WEST_BENGAL,West Bengal,198,Tarakeswar,GEN,Ramendu Sinharay,Rachhpal Singh,TMC,TMC
WEST_BENGAL,West Bengal,199,Pursurah,GEN,Biman Ghosh,M. Nuruzzaman,BJP,TMC
WEST_BENGAL,West Bengal,200,Arambagh,SC,Madhusudan Bag,Krishna Chandra Santra,BJP,TMC
WEST_BENGAL,West Bengal,201,Goghat (SC),SC,Biswanath Karak,Manas Majumdar,BJP,TMC
WEST_BENGAL,West Bengal,202,Khanakul,GEN,Susanta Ghosh,Iqbal Ahmed,BJP,TMC
WEST_BENGAL,West Bengal,203,Tamluk,GEN,Soumen Mahapatra,Ashok Dinda,TMC,CPI
WEST_BENGAL,West Bengal,204,Panskura Purba,GEN,Biplab Roy Chowdhury,Sheikh Ibrahim Ali,TMC,CPI(M)
WEST_BENGAL,West Bengal,205,Panskura Paschim,GEN,Firoja Bibi,Firoja Bibi,TMC,TMC
WEST_BENGAL,West Bengal,206,Moyna,GEN,Ashok Dinda,Sangram Kumar Dolai,BJP,TMC
WEST_BENGAL,West Bengal,207,Nandakumar,GEN,Sukumar De,Sukumar De,TMC,TMC
WEST_BENGAL,West Bengal,208,Mahisadal,GEN,Tilak Kumar Chakraborty,Sudarsan Ghosh Dastidar,TMC,TMC
WEST_BENGAL,West Bengal,209,Haldia (SC),SC,Tapasi Mondal,Tapasi Mondal,BJP,CPI(M)
WEST_BENGAL,West Bengal,210,Nandigram,GEN,Suvendu Adhikari,Suvendu Adhikari,BJP,TMC
WEST_BENGAL,West Bengal,211,Chandipur,GEN,Soham Chakraborty,Amiya Kanti Bhattacharjee,TMC,TMC
WEST_BENGAL,West Bengal,212,Patashpur,GEN,Uttam Barik,Jyotirmoy Kar,TMC,TMC
WEST_BENGAL,West Bengal,213,Kanthi Uttar,GEN,Sumita Sinha,Banasri Maity,BJP,TMC
WEST_BENGAL,West Bengal,214,Bhagabanpur,GEN,Rabindranath Maity,Ardhendu Maity,BJP,TMC
WEST_BENGAL,West Bengal,215,Khejuri (SC),SC,Shantanu Pramanik,Ranajit Mondal,BJP,TMC
WEST_BENGAL,West Bengal,216,Kanthi Dakshin,GEN,Arup Kumar Das,Dibyendu Adhikari,BJP,TMC
WEST_BENGAL,West Bengal,217,Ramnagar,GEN,Akhil Giri,Akhil Giri,TMC,TMC
WEST_BENGAL,West Bengal,218,Egra,GEN,Tarun Kumar Maity,Samares Das,TMC,TMC
WEST_BENGAL,West Bengal,219,Dantan,GEN,Bikram Chandra Pradhan,Bikram Chandra Pradhan,TMC,TMC
WEST_BENGAL,West Bengal,220,Nayagram (ST),ST,Dulal Murmu,Dulal Murmu,TMC,TMC
WEST_BENGAL,West Bengal,221,Gopiballavpur,GEN,Khagendra Nath Mahata,Churamani Mahata,TMC,TMC
WEST_BENGAL,West Bengal,222,Jhargram,GEN,Birbaha Hansda,Sukumar Hansda,TMC,TMC
WEST_BENGAL,West Bengal,223,Keshiary (ST),ST,Paresh Murmu,Paresh Murmu,TMC,TMC
WEST_BENGAL,West Bengal,224,Kharagpur Sadar,GEN,Hiran Chatterjee,Dilip Ghosh,BJP,BJP
WEST_BENGAL,West Bengal,225,Narayangarh,GEN,Surja Kanta Atta,Prodyut Kumar Ghosh,TMC,TMC
WEST_BENGAL,West Bengal,226,Sabang,GEN,Manas Bhunia,Manas Bhunia,TMC,INC
WEST_BENGAL,West Bengal,227,Pingla,GEN,Ajit Maity,Saumen Kumar Mahapatra,TMC,TMC
WEST_BENGAL,West Bengal,228,Kharagpur,GEN,Dinen Roy,Dinen Roy,TMC,TMC
WEST_BENGAL,West Bengal,229,Debra,GEN,Humayun Kabir,Selima Khatun,TMC,TMC
WEST_BENGAL,West Bengal,230,Daspur,GEN,Mamata Bhunia,Mamata Bhunia,TMC,TMC
WEST_BENGAL,West Bengal,231,Ghatal (SC),SC,Shital Kapat,Shankar Dolai,BJP,TMC
WEST_BENGAL,West Bengal,232,Chandrakona (SC),SC,Arup Dhara,Chhaya Dolai,TMC,TMC
WEST_BENGAL,West Bengal,233,Garbeta,GEN,Uttara Singha,Ashis Chakraborty,TMC,TMC
WEST_BENGAL,West Bengal,234,Salboni,GEN,Srikanta Mahata,Srikanta Mahata,TMC,TMC
WEST_BENGAL,West Bengal,235,Keshpur (SC),SC,Siuli Saha,Seuli Saha,TMC,TMC
WEST_BENGAL,West Bengal,236,Medinipur,GEN,June Malia,Mrigendra Nath Maiti,TMC,TMC
WEST_BENGAL,West Bengal,237,Binpur (ST),ST,Debnath Hansda,Khagendranath Hembram,TMC,TMC
WEST_BENGAL,West Bengal,238,Bandwan (ST),ST,Rajib Lochan Saren,Rajib Lochan Saren,TMC,TMC
WEST_BENGAL,West Bengal,239,Balarampur,GEN,Baneswar Mahato,Shantiram Mahato,BJP,TMC
WEST_BENGAL,West Bengal,240,Baghmundi,GEN,Sushanta Mahato,Nepal Mahata,TMC,INC
WEST_BENGAL,West Bengal,241,Joypur,GEN,Narahari Mahato,Shaktipada Mahato,BJP,TMC
WEST_BENGAL,West Bengal,242,Purulia,GEN,Sudip Kumar Mukherjee,Sudip Kumar Mukherjee,BJP,INC
WEST_BENGAL,West Bengal,243,Manbazar (ST),ST,Sandhya Rani Tudu,Sandhya Rani Tudu,TMC,TMC
WEST_BENGAL,West Bengal,244,Kashipur,GEN,Kamalakanta Hansda,Swapan Kumar Beltharia,BJP,TMC
WEST_BENGAL,West Bengal,245,Para (SC),SC,Nadiar Chand Bouri,Umapada Bauri,BJP,TMC
WEST_BENGAL,West Bengal,246,Raghunathpur (SC),SC,Vivekananda Bauri,Purna Chandra Bauri,BJP,TMC
WEST_BENGAL,West Bengal,247,Saltora (SC),SC,Chandana Bauri,Swapan Bouri,BJP,TMC
WEST_BENGAL,West Bengal,248,Chhatna,GEN,Satyanarayan Mukhopadhyay,Dhirendra Nath Layek,BJP,RSP
WEST_BENGAL,West Bengal,249,Ranibandh (ST),ST,Jyotsna Mandi,Jyotsna Mandi,TMC,TMC
WEST_BENGAL,West Bengal,250,Raipur (ST),ST,Mrityunjoy Murmu,Birendra Nath Tudu,TMC,TMC
WEST_BENGAL,West Bengal,251,Taldangra,GEN,Arup Chakraborty,Samir Chakraborty,TMC,TMC
WEST_BENGAL,West Bengal,252,Bankura,GEN,Niladri Sekhar Dana,Shampa Daripa,BJP,INC
WEST_BENGAL,West Bengal,253,Barjora,GEN,Alok Mukherjee,Sujit Chakraborty,TMC,CPI(M)
WEST_BENGAL,West Bengal,254,Onda,GEN,Amarnath Shakha,Arup Kumar Khan,BJP,TMC
WEST_BENGAL,West Bengal,255,Bishnupur,GEN,Tanmay Ghosh,Tushar Kanti Bhattacharya,BJP,INC
WEST_BENGAL,West Bengal,256,Katulpur (SC),SC,Harakali Protiher,Shyamal Santra,BJP,TMC
WEST_BENGAL,West Bengal,257,Indas,SC,Nirmal Kumar Dhara,Gurupada Mete,BJP,TMC
WEST_BENGAL,West Bengal,258,Sonamukhi (SC),SC,Dibakar Gharami,Ajit Ray,BJP,CPI(M)
WEST_BENGAL,West Bengal,259,Khandaghosh (SC),SC,Nabin Chandra Bag,Nabin Chandra Bag,TMC,TMC
WEST_BENGAL,West Bengal,260,Bardhaman Dakshin,GEN,Khokan Das,Rabiranjan Chattopadhyay,TMC,TMC
WEST_BENGAL,West Bengal,261,Raina (SC),SC,Shampa Dhara,Nepal Ghorui,TMC,TMC
WEST_BENGAL,West Bengal,262,Jamalpur (SC),SC,Alok Kumar Majhi,Samar Hazra,TMC,CPI(M)
WEST_BENGAL,West Bengal,263,Monteswar,GEN,Siddiqullah Chowdhury,Sajal Panja,TMC,TMC
WEST_BENGAL,West Bengal,264,Kalna (SC),SC,Deboprasad Bag,Biswajit Kundu,TMC,TMC
WEST_BENGAL,West Bengal,265,Memari,GEN,Madhusudan Bhattacharya,Begum Nargis,TMC,TMC
WEST_BENGAL,West Bengal,266,Bardhaman Uttar,SC,Nisith Kumar Malik,Nisith Kumar Malik,TMC,TMC
WEST_BENGAL,West Bengal,267,Bhatar,GEN,Mangobinda Adhikari,Subhash Mondal,TMC,TMC
WEST_BENGAL,West Bengal,268,Purbasthali Dakshin,GEN,Swapan Debnath,Swapan Debnath,TMC,TMC
WEST_BENGAL,West Bengal,269,Purbasthali Uttar,GEN,Tapan Chatterjee,Pradip Kumar Saha,TMC,CPI(M)
WEST_BENGAL,West Bengal,270,Katwa,GEN,Rabindranath Chatterjee,Rabindranath Chatterjee,TMC,TMC
WEST_BENGAL,West Bengal,271,Ketugram,GEN,Sheikh Shahnawaz,Sekh Sahonawez,TMC,TMC
WEST_BENGAL,West Bengal,272,Mangalkot,GEN,Apurba Chowdhury,Siddiqullah Chowdhury,TMC,TMC
WEST_BENGAL,West Bengal,273,Ausgram (SC),SC,Abhedananda Thander,Abhedananda Thander,TMC,TMC
WEST_BENGAL,West Bengal,274,Galsi (SC),SC,Nepal Ghorui,Alok Kumar Majhi,TMC,TMC
WEST_BENGAL,West Bengal,275,Pandabeswar,GEN,Narendranath Chakraborty,Jitendra Tiwari,TMC,TMC
WEST_BENGAL,West Bengal,276,Durgapur Purba,GEN,Pradip Mazumdar,Santosh Debray,TMC,CPI(M)
