state_key,state,no,constituency_name,reserved,y2021_winner_name,y2016_winner_name,y2021_winner_party,y2016_winner_party
ASSAM,Assam,51,DALGAON,GEN,Mazibur Rahman,Ilias Ali,AIUDF,INC
ASSAM,Assam,52,JAGIROAD (SC),SC,Pijush Hazarika,Pijush Hazarika,BJP,BJP
ASSAM,Assam,53,LAHARIGHAT,GEN,Dr. Asif Mohammad Nazar,Nazrul Islam,INC,INC
ASSAM,Assam,54,MORIGAON,GEN,,,,
ASSAM,Assam,55,DHING,GEN,Aminul Islam,Aminul Islam,AIUDF,AIUDF
ASSAM,Assam,56,RUPAHIHAT,GEN,,,,
ASSAM,Assam,57,KALIABOR,GEN,Keshab Mahanta,Keshab Mahanta,AGP,AGP
ASSAM,Assam,58,SAMAGURI,GEN,Rakibul Hussain,Rakibul Hussain,INC,INC
ASSAM,Assam,59,BARHAMPUR,GEN,Jitu Goswami,Prafulla Kumar Mahanta,BJP,AGP
ASSAM,Assam,60,NAGAON-BATADRABA,GEN,,,,
ASSAM,Assam,61,RAHA (SC),SC,Sashi Kanta Das,Dimbeswar Das,INC,BJP
ASSAM,Assam,62,BINNAKANDI,GEN,,,,
ASSAM,Assam,63,HOJAI,GEN,Ramkrishna Ghosh,Shiladitya Dev,BJP,BJP
ASSAM,Assam,64,LUMDING,GEN,Sibu Misra,Sibu Misra,BJP,BJP
ASSAM,Assam,65,DHEKIAJULI,GEN,Ashok Singhal,Ashok Singhal,BJP,BJP
ASSAM,Assam,66,BARCHALLA,GEN,Ganesh Kumar Limbu,Ganesh Kumar Limbu,BJP,BJP
ASSAM,Assam,67,TEZPUR,GEN,Prithiraj Rava,Brindaban Goswami,AGP,AGP
ASSAM,Assam,68,RANGAPARA,GEN,Krishna Kamal Tanti,Pallab Lochan Das,BJP,BJP
ASSAM,Assam,69,NADUAR,GEN,,,,
ASSAM,Assam,70,BISWANATH,GEN,Promod Borthakur,Promod Borthakur,BJP,BJP
ASSAM,Assam,71,BEHALI (SC),SC,Ranjit Dutta,Ranjit Dutta,BJP,BJP
ASSAM,Assam,72,GOHPUR,GEN,Utpal Borah,Utpal Borah,BJP,BJP
ASSAM,Assam,73,BIHPURIA,GEN,Amiya Kumar Bhuyan,Debananda Hazarika,BJP,BJP
ASSAM,Assam,74,RONGONADI,GEN,,,,
ASSAM,Assam,75,NOWBOICHA (SC),SC,,,,
ASSAM,Assam,76,LAKHIMPUR,GEN,Manab Deka,Utpal Dutta,BJP,AGP
ASSAM,Assam,77,DHAKUAKHANA (ST),ST,Naba Kumar Doley,Naba Kumar Doley,BJP,BJP
ASSAM,Assam,78,DHEMAJI (ST),ST,Ranoj Pegu,Pradan Baruah,BJP,BJP
ASSAM,Assam,79,SISSIBARGAON,GEN,,,,
ASSAM,Assam,80,JONAI (ST),ST,Bhubon Pegu,Bhubon Pegu,BJP,IND
ASSAM,Assam,81,SADIYA,GEN,Bolin Chetia,Bolin Chetia,BJP,BJP
ASSAM,Assam,82,DOOMDOOMA,GEN,Rupesh Gowala,Durga Bhumij,BJP,INC
ASSAM,Assam,83,MARGHERITA,GEN,Bhaskar Sharma,Bhaskar Sharma,BJP,BJP
ASSAM,Assam,84,DIGBOI,GEN,Suren Phukan,Suren Phukan,BJP,BJP
ASSAM,Assam,85,MAKUM,GEN,,,,
ASSAM,Assam,86,TINSUKIA,GEN,Sanjoy Kishan,Sanjoy Kishan,BJP,BJP
ASSAM,Assam,87,CHABUA-LAHOWAL,GEN,,,,
ASSAM,Assam,88,DIBRUGRAH,GEN,,,,
ASSAM,Assam,89,KHOWANG,GEN,,,,
ASSAM,Assam,90,DULIAJAN,GEN,Terash Gowalla,Terash Gowalla,BJP,BJP
ASSAM,Assam,91,TINGKHONG,GEN,Bimal Borah,Bimal Bora,BJP,BJP
ASSAM,Assam,92,NAHARKATIA,GEN,Taranga Gogoi,Naren Sonowal,BJP,AGP
ASSAM,Assam,93,SONARI,GEN,Dharmeswar Konwar,Topon Kumar Gogoi,BJP,BJP
ASSAM,Assam,94,MAHMORA,GEN,,,,
ASSAM,Assam,95,DEMOW,GEN,,,,
ASSAM,Assam,96,SIBSAGAR,GEN,"Akhil Gogoi{{efn|Akhil Gogoi is the president of Raijor Dal, but he contested the election as an independent candidate.}}",Pranab Kumar Gogoi,IND,INC
ASSAM,Assam,97,NAZIRA,GEN,Debabrata Saikia,Debabrata Saikia,INC,INC
ASSAM,Assam,98,MAJULI (ST),ST,Sarbananda Sonowal,Sarbananda Sonowal,BJP,BJP
ASSAM,Assam,99,TEOK,GEN,Renupoma Rajkhowa,Renupoma Rajkhowa,AGP,AGP
ASSAM,Assam,100,JORHAT,GEN,Hitendra Nath Goswami,Hitendra Nath Goswami,BJP,BJP
ASSAM,Assam,101,MARIANI,GEN,Rupjyoti Kurmi,Rupjyoti Kurmi,INC,INC
ASSAM,Assam,102,TITABOR,GEN,,,,
ASSAM,Assam,103,GOLAGHAT,GEN,Ajanta Neog,Ajanta Neog,BJP,INC
ASSAM,Assam,104,DERGAON,GEN,Bhabendra Nath Bharali,Bhabendra Nath Bharali,AGP,AGP
ASSAM,Assam,105,BOKAKHAT,GEN,Atul Bora,Atul Bora,AGP,AGP
ASSAM,Assam,106,KHUMTAI,GEN,Mrinal Saikia,Mrinal Saikia,BJP,BJP
ASSAM,Assam,107,SARUPATHAR,GEN,Biswajit Phukan,Roselina Tirkey,BJP,INC
ASSAM,Assam,108,BOKAJAN (ST),ST,Numal Momin,Numal Momin,BJP,BJP
ASSAM,Assam,109,HOWARGHAT (ST),ST,,,,
ASSAM,Assam,110,DIPHU (ST),ST,Bidya Sing Engleng,Sum Ronghang,BJP,BJP
ASSAM,Assam,111,RONGKHANG (ST),ST,,,,
ASSAM,Assam,112,AMRI (ST),ST,,,,
ASSAM,Assam,113,HAFLONG (ST),ST,Nandita Garlosa,Bir Bhadra Hagjer,BJP,BJP
ASSAM,Assam,114,LAKHIPUR,GEN,Kaushik Rai,Rajdeep Goala,BJP,INC
ASSAM,Assam,115,UDHARBOND,GEN,Mihir Kanti Shome,Mihir Kanti Shome,BJP,BJP
ASSAM,Assam,116,KATIGORAH,GEN,Khalil Uddin Mazumder,Amar Chand Jain,INC,BJP
ASSAM,Assam,117,BARKHOLA,GEN,Misbahul Islam Laskar,Kishor Nath,INC,BJP
ASSAM,Assam,118,SILCHAR,GEN,Dipayan Chakraborty,Dilip Kumar Paul,BJP,BJP
ASSAM,Assam,119,SONAI,GEN,Karim Uddin Barbhuiya,Aminul Haque Laskar,AIUDF,BJP
ASSAM,Assam,120,DHOLAI (SC),SC,Parimal Suklabaidya,Parimal Suklabaidya,BJP,BJP
ASSAM,Assam,121,HAILAKANDI,GEN,Zakir Hussain Laskar,Anwar Hussain Laskar,AIUDF,AIUDF
ASSAM,Assam,122,ALGAPUR-KATLICHERRA,GEN,,,,
ASSAM,Assam,123,KARIMGANJ NORTH,GEN,Kamalakhya Dey Purkayastha,Kamalakhya Dey Purkayastha,INC,INC
ASSAM,Assam,124,KARIMGANJ SOUTH,GEN,Siddique Ahmed,Aziz Ahmed Khan,INC,AIUDF
ASSAM,Assam,125,PATHARKANDI,GEN,Krishnendu Paul,Krishnendu Paul,BJP,BJP
ASSAM,Assam,126,RAM KRISHANA NAGAR (SC),SC,,,,
KERALA,Kerala,1,Manjeshwaram,GEN,A. K. M. Ashraf,P. B. Abdul Razak,IUML,IUML
KERALA,Kerala,2,Kasaragod,GEN,N. A. Nellikkunnu,N. A. Nellikkunnu,IUML,IUML
KERALA,Kerala,3,Udma,GEN,C. H. Kunhambu,K. Kunhiraman,CPI(M),CPI(M)
KERALA,Kerala,4,Kanhangad,GEN,E. Chandrasekharan,E. Chandrasekharan,CPI,CPI(M)
KERALA,Kerala,5,Thrikaripur,GEN,M. Rajagopalan,M. Rajagopalan,CPI(M),CPI(M)
KERALA,Kerala,6,Payyanur,GEN,TI. Madhusoodanan,C. Krishnan,CPI(M),CPI(M)
KERALA,Kerala,7,Kalliasseri,GEN,M. Vijin,T. V. Rajesh,CPI(M),CPI(M)
KERALA,Kerala,8,Taliparamba,GEN,M. V. Govindan,James Mathew,CPI(M),CPI(M)
KERALA,Kerala,9,Irikkur,GEN,Sajeev Joseph,K. C. Joseph,INC,INC
KERALA,Kerala,10,Azhikode,GEN,K. V. Sumesh,K. M. Shaji,CPI(M),IUML
KERALA,Kerala,11,Kannur,GEN,Kadannappalli Ramachandran,Kadannappalli Ramachandran,Con(S),Congress (Secular)
KERALA,Kerala,12,Dharmadom,GEN,Pinarayi Vijayan,Pinarayi Vijayan,CPI(M),CPI(M)
KERALA,Kerala,13,Thalassery,GEN,A. N. Shamseer,A. N. Shamseer,CPI(M),CPI(M)
KERALA,Kerala,14,Kuthuparamba,GEN,K. P. Mohanan,K. K. Shailaja,LJD,CPI(M)
KERALA,Kerala,15,Mattanur,GEN,K. K. Shailaja,E. P. Jayarajan,CPI(M),CPI(M)
KERALA,Kerala,16,Peravoor,GEN,Sunny Joseph,Sunny Joseph,INC,INC
KERALA,Kerala,17,Mananthavady,ST,O. R. Kelu,O. R. Kelu,CPI(M),CPI(M)
KERALA,Kerala,18,Sulthan Bathery,ST,I. C. Balakrishnan,I. C. Balakrishnan,INC,INC
KERALA,Kerala,19,Kalpetta,GEN,T. Siddique,C. K. Saseendran,INC,CPI(M)
KERALA,Kerala,20,Vatakara,GEN,K. K. Rema,C. K. Nanu,RMPI,JD(S)
KERALA,Kerala,21,Kuttiady,GEN,K. P. Kunhammadkutty,Parakkal Abdulla,CPI(M),IUML
KERALA,Kerala,22,Nadapuram,GEN,E. K. Vijayan,E. K. Vijayan,CPI,CPI
KERALA,Kerala,23,Koyilandy,GEN,Kanathil Jameela,K. Dasan,CPI(M),CPI(M)
KERALA,Kerala,24,Perambra,GEN,T. P. Ramakrishnan,T. P. Ramakrishnan,CPI(M),CPI(M)
KERALA,Kerala,25,Balussery,SC,K. M. Sachin Dev,Purushan Kadalundi,CPI(M),CPI(M)
KERALA,Kerala,26,Elathur,GEN,A. K. Saseendran,A. K. Saseendran,NCP,NCP
KERALA,Kerala,27,Kozhikode North,GEN,Thottathil Raveendran,A. Pradeep Kumar,CPI(M),CPI(M)
KERALA,Kerala,28,Kozhikode South,GEN,Ahamed Devarkovil,M. K. Muneer,INL,IUML
KERALA,Kerala,29,Beypore,GEN,P. A. Mohammed Riyas,V. K. C. Mammed Koya,CPI(M),CPI(M)
KERALA,Kerala,30,Kunnamangalam,GEN,P. T. A. Rahim,P. T. A. Rahim,IND,IND
KERALA,Kerala,31,Koduvally,GEN,M. K. Muneer,Karat Razack,IUML,IND
KERALA,Kerala,32,Thiruvambady,GEN,Linto Joseph,George M. Thomas,CPI(M),CPI(M)
KERALA,Kerala,33,Kondotty,GEN,T. V. Ibrahim,T. V. Ibrahim,IUML,IUML
KERALA,Kerala,34,Eranad,GEN,P. K. Basheer,P. K. Basheer,IUML,IUML
KERALA,Kerala,35,Nilambur,GEN,P. V. Anvar,P. V. Anvar,IND,IND
KERALA,Kerala,36,Wandoor,SC,A. P. Anil Kumar,A. P. Anil Kumar,INC,INC
KERALA,Kerala,37,Manjeri,GEN,U. A. Latheef,M. Ummer,IUML,IUML
KERALA,Kerala,38,Perinthalmanna,GEN,Najeeb Kanthapuram,Manjalamkuzhi Ali,IUML,IUML
KERALA,Kerala,39,Mankada,GEN,Manjalamkuzhi Ali,T. A. Ahmed Kabeer,IUML,IUML
KERALA,Kerala,40,Malappuram,GEN,P. Ubaidulla,P. Ubaidulla,IUML,IUML
KERALA,Kerala,41,Vengara,GEN,P. K. Kunhalikutty,P. K. Kunhalikutty,IUML,IUML
KERALA,Kerala,42,Vallikkunnu,GEN,P. Abdul Hameed,Abdul Hameed Master,IUML,IUML
KERALA,Kerala,43,Tirurangadi,GEN,K. P. A. Majeed,P. K. Abdu Rabb,IUML,IUML
KERALA,Kerala,44,Tanur,GEN,V. Abdurahman,V. Abdurahiman,NSC,National Secular Conference
KERALA,Kerala,45,Tirur,GEN,Kurukkoli Moideen,C. Mammootty,IUML,IUML
KERALA,Kerala,46,Kottakkal,GEN,K. K. Abid Hussain Thangal,Abid Hussain Thangal,IUML,IUML
KERALA,Kerala,47,Thavanur,GEN,K. T. Jaleel,K. T. Jaleel,IND,IND
KERALA,Kerala,48,Ponnani,GEN,P. Nandakumar,P. Sreeramakrishnan,CPI(M),CPI(M)
KERALA,Kerala,49,Thrithala,GEN,M. B. Rajesh,V. T. Balram,CPI(M),INC
KERALA,Kerala,50,Pattambi,GEN,Muhammed Muhsin,Muhammad Muhassin,CPI,CPI
KERALA,Kerala,51,Shornur,GEN,P. Mammikutty,P. K. Sasi,CPI(M),CPI(M)
KERALA,Kerala,52,Ottapalam,GEN,K. Premkumar,P. Unni,CPI(M),CPI(M)
KERALA,Kerala,53,Kongad,SC,K. Shanthakumari,K. V. Vijayadas,CPI(M),CPI(M)
KERALA,Kerala,54,Mannarkkad,GEN,N. Shamsudheen,N. Samsudheen,IUML,IUML
KERALA,Kerala,55,Malampuzha,GEN,A. Prabhakaran,V. S. Achuthanandan,CPI(M),CPI(M)
KERALA,Kerala,56,Palakkad,GEN,Shafi Parambil,Shafi Parambil,INC,INC
KERALA,Kerala,57,Tarur,SC,P. P. Sumod,A. K. Balan,CPI(M),CPI(M)
KERALA,Kerala,58,Chittur,GEN,K. Krishnankutty,K. Krishnankutty,JD(S),JD(S)
KERALA,Kerala,59,Nenmara,GEN,K. Babu,K. Babu,CPI(M),CPI(M)
KERALA,Kerala,60,Alathur,GEN,K. D. Prasenan,K. D. Prasenan,CPI(M),CPI(M)
KERALA,Kerala,61,Chelakkara,SC,K. Radhakrishnan,U. R. Pradeep,CPI(M),CPI(M)
KERALA,Kerala,62,Kunnamkulam,GEN,A. C. Moideen,A. C. Moideen,CPI(M),CPI(M)
KERALA,Kerala,63,Guruvayur,GEN,N. K. Akbar,K. V. Abdul Khader,CPI(M),CPI(M)
KERALA,Kerala,64,Manalur,GEN,Murali Perunelly,Murali Perunelly,CPI(M),CPI(M)
KERALA,Kerala,65,Wadakkanchery,GEN,Xavier Chittilappilly,Anil Akkara,CPI(M),INC
KERALA,Kerala,66,Ollur,GEN,K. Rajan,K. Rajan,CPI,CPI(M)
KERALA,Kerala,67,Thrissur,GEN,P. Balachandran,V. S. Sunil Kumar,CPI,CPI
KERALA,Kerala,68,Nattika,SC,C. C. Mukundan,Geetha Gopi,CPI,CPI
KERALA,Kerala,69,Kaipamangalam,GEN,E. T. Taison,E. T. Taison Master,CPI,CPI
KERALA,Kerala,70,Irinjalakuda,GEN,R. Bindu,K. U. Arunan,CPI(M),CPI(M)
KERALA,Kerala,71,Puthukkad,GEN,K. K. Ramachandran,C. Raveendranath,CPI(M),CPI(M)
KERALA,Kerala,72,Chalakudy,GEN,T. J. Saneesh Kumar Joseph,B. D. Devassy,INC,CPI(M)
KERALA,Kerala,73,Kodungallur,GEN,V. R. Sunil Kumar,V. R. Sunil Kumar,CPI,CPI
KERALA,Kerala,74,Perumbavoor,GEN,Eldhose Kunnappilly,Eldhose Kunnappilly,INC,INC
KERALA,Kerala,75,Angamaly,GEN,Roji M. John,Roji M. John,INC,INC
KERALA,Kerala,76,Aluva,GEN,Anwar Sadath,Anwar Sadath,INC,INC
KERALA,Kerala,77,Kalamassery,GEN,P. Rajeev,V. K. Ebrahim Kunju,CPI(M),IUML
KERALA,Kerala,78,Paravur,GEN,V. D. Satheesan,V. D. Satheesan,INC,INC
KERALA,Kerala,79,Vypin,GEN,K. N. Unnikrishnan,S. Sharma,CPI(M),CPI(M)
KERALA,Kerala,80,Kochi,GEN,K. J. Maxi,K. J. Maxi,CPI(M),CPI(M)
KERALA,Kerala,81,Thrippunithura,GEN,K. Babu,M. Swaraj,INC,CPI(M)
KERALA,Kerala,82,Ernakulam,GEN,T. J. Vinod,Hibi Eden,INC,INC
KERALA,Kerala,83,Thrikkakara,GEN,P. T. Thomas,P. T. Thomas,INC,INC
KERALA,Kerala,84,Kunnathunad,SC,P. V. Sreenijin,V. P. Sajeendran,CPI(M),INC
KERALA,Kerala,85,Piravom,GEN,Anoop Jacob,Anoop Jacob,KC(J),Kerala Congress (Jacob)
KERALA,Kerala,86,Muvattupuzha,GEN,Mathew Kuzhalnadan,Eldho Abraham,INC,CPI
KERALA,Kerala,87,Kothamangalam,GEN,Antony John,Antony John,CPI(M),CPI(M)
KERALA,Kerala,88,Devikulam,SC,A. Raja,S. Rajendran,CPI(M),CPI(M)
KERALA,Kerala,89,Udumbanchola,GEN,M. M. Mani,M. M. Mani,CPI(M),CPI(M)
KERALA,Kerala,90,Thodupuzha,GEN,P. J. Joseph,P. J. Joseph,UDF,Kerala Congress (Mani)
KERALA,Kerala,91,Idukki,GEN,Roshy Augustine,Roshy Augustine,KC(M),Kerala Congress (Mani)
KERALA,Kerala,92,Peerumade,GEN,Vazhoor Soman,E. S. Bijimol,CPI,CPI
KERALA,Kerala,93,Pala,GEN,Mani C. Kappan,K. M. Mani,NCK,Kerala Congress (Mani)
KERALA,Kerala,94,Kaduthuruthy,GEN,Monce Joseph,Mons Joseph,UDF,Kerala Congress (Mani)
KERALA,Kerala,95,Vaikom,SC,C. K. Asha,C. K. Asha,CPI,CPI
KERALA,Kerala,96,Ettumanoor,GEN,V. N. Vasavan,K. Suresh Kurup,CPI(M),CPI(M)
KERALA,Kerala,97,Kottayam,GEN,Thiruvanchoor Radhakrishnan,Thiruvanchoor Radhakrishnan,INC,INC
KERALA,Kerala,98,Puthuppally,GEN,Oommen Chandy,Oommen Chandy,INC,INC
KERALA,Kerala,99,Changanassery,GEN,Job Michael,C. F. Thomas,KC(M),Kerala Congress (Mani)
KERALA,Kerala,100,Kanjirappally,GEN,N. Jayaraj,N. Jayaraj,KC(M),Kerala Congress (Mani)
KERALA,Kerala,101,Poonjar,GEN,Sebastian Kulathunkal,P. C. George,KC(M),IND
KERALA,Kerala,102,Aroor,GEN,Daleema Jojo,A. M. Ariff,CPI(M),CPI(M)
KERALA,Kerala,103,Cherthala,GEN,P. Prasad,P. Thilothaman,CPI,CPI
KERALA,Kerala,104,Alappuzha,GEN,P. P. Chitharanjan,T. M. Thomas Issac,CPI(M),CPI(M)
KERALA,Kerala,105,Ambalappuzha,GEN,H. Salam,G. Sudhakaran,CPI(M),CPI(M)
KERALA,Kerala,106,Kuttanad,GEN,Thomas K. Thomas,Thomas Chandy,NCP,NCP
KERALA,Kerala,107,Haripad,GEN,Ramesh Chennithala,Ramesh Chennithala,INC,INC
KERALA,Kerala,108,Kayamkulam,GEN,U. Prathibha,U. Prathibha Hari,CPI(M),CPI(M)
KERALA,Kerala,109,Mavelikara,SC,M. S. Arun Kumar,R. Rajesh,CPI(M),CPI(M)
KERALA,Kerala,110,Chengannur,GEN,Saji Cherian,K. K. Ramachandran Nair,CPI(M),CPI(M)
KERALA,Kerala,111,Thiruvalla,GEN,Mathew T. Thomas,Mathew T. Thomas,JD(S),JD(S)
KERALA,Kerala,112,Ranni,GEN,Pramod Narayan,Raju Abrham,KC(M),CPI(M)
KERALA,Kerala,113,Aranmula,GEN,Veena George,Veena George,CPI(M),CPI(M)
KERALA,Kerala,114,Konni,GEN,K. U. Jenish Kumar,Adoor Prakash,CPI(M),INC
KERALA,Kerala,115,Adoor,SC,Chittayam Gopakumar,Chittayam Gopakumar,CPI,CPI
KERALA,Kerala,116,Karunagapally,GEN,C. R. Mahesh,R. Ramachandran,INC,CPI
KERALA,Kerala,117,Chavara,GEN,Sujith Vijayanpillai,N. Vijayan Pillai,IND,CMP(A)
KERALA,Kerala,118,Kunnathur,SC,Kovoor Kunjumon,Kovoor Kunjumon,IND,IND
KERALA,Kerala,119,Kottarakkara,GEN,K. N. Balagopal,P. Aisha Potty,CPI(M),CPI(M)
KERALA,Kerala,120,Pathanapuram,GEN,K. B. Ganesh Kumar,K. B. Ganesh Kumar,KC(B),Kerala Congress (B)
KERALA,Kerala,121,Punalur,GEN,P. S. Supal,K. Raju,CPI,CPI
KERALA,Kerala,122,Chadayamangalam,GEN,J. Chinchu Rani,Mullakkara Ratnakaran,CPI,CPI
KERALA,Kerala,123,Kundara,GEN,P. C. Vishnunath,J. Mercy Kutty Amma,INC,CPI(M)
KERALA,Kerala,124,Kollam,GEN,Mukesh,M. Mukesh,CPI(M),CPI(M)
KERALA,Kerala,125,Eravipuram,GEN,M. Noushad,M. Noushad,CPI(M),CPI(M)
KERALA,Kerala,126,Chathannoor,GEN,G. S. Jayalal,G. S. Jayalal,CPI,CPI
KERALA,Kerala,127,Varkala,GEN,V. Joy,V. Joy,CPI(M),CPI(M)
KERALA,Kerala,128,Attingal,SC,O. S. Ambika,B. Satyan,CPI(M),CPI(M)
KERALA,Kerala,129,Chirayinkeezhu,SC,V. Sasi,V. Sasi,CPI,CPI
KERALA,Kerala,130,Nedumangad,GEN,G. R. Anil,C. Divakaran,CPI,CPI
KERALA,Kerala,131,Vamanapuram,GEN,D. K. Murali,D. K. Murali,CPI(M),CPI(M)
KERALA,Kerala,132,Kazhakkoottam,GEN,Kadakampally Surendran,Kadakampally Surendran,CPI(M),CPI(M)
KERALA,Kerala,133,Vattiyoorkavu,GEN,V. K. Prasanth,K. Muraleedharan,CPI(M),INC
KERALA,Kerala,134,Thiruvananthapuram,GEN,Antony Raju,V. S. Sivakumar,JKC,INC
KERALA,Kerala,135,Nemom,GEN,V. Sivankutty,O. Rajagopal,CPI(M),BJP
KERALA,Kerala,136,Aruvikkara,GEN,G. Stephen,K. S. Sabarinathan,CPI(M),INC
KERALA,Kerala,137,Parassala,GEN,C. K. Hareendran,C. K. Hareendrakumar,CPI(M),CPI(M)
KERALA,Kerala,138,Kattakkada,GEN,I. B. Sathish,I. B. Satheesh,CPI(M),CPI(M)
KERALA,Kerala,139,Kovalam,GEN,M. Vincent,M. Vincent,INC,INC
KERALA,Kerala,140,Neyyattinkara,GEN,K. Ansalan,K. Ansalan,CPI(M),CPI(M)
PUDUCHERRY,Puducherry,1,Mannadipet,GEN,A. Namassivayam,T. P. R. Selvame,BJP,A. Krishnan
PUDUCHERRY,Puducherry,2,Thirubuvanai (SC),SC,P. Angalane,B. Kobiga,IND,P. Angalane
PUDUCHERRY,Puducherry,3,Ossudu (SC),SC,A. K. Saravanankumar,E. Theeppainthan,BJP,INC
PUDUCHERRY,Puducherry,4,Mangalam,GEN,C. Djeacoumar,S. V. Sugumaran,AINRC,S. Kumaravel
PUDUCHERRY,Puducherry,5,Villianur,GEN,R. Siva,A. Namassivayam,DMK,INC
PUDUCHERRY,Puducherry,6,Ozhukarai,GEN,M. Sivasankar,M. N. R. Balan,IND,INC
PUDUCHERRY,Puducherry,7,Kadirkamam,GEN,S. Ramesh,N. S. J. Jayabal Ayyanar,AINRC,S. Ramesh
PUDUCHERRY,Puducherry,8,Indira Nagar,GEN,A. K. D. Arumugam,N. Rangaswamy,AINRC,A. K. D. Arumugam
PUDUCHERRY,Puducherry,9,Thattanchavady,GEN,N. Rangasamy,Ashok Anand,AINRC,K. Sethu Sethuselvam
PUDUCHERRY,Puducherry,10,Kamaraj Nagar,GEN,A. Johnkumar,V. Vaithilingam,BJP,INC
PUDUCHERRY,Puducherry,11,Lawspet,GEN,M. Vaithianathan,V. P. Sivakolundhu,INC,INC
PUDUCHERRY,Puducherry,12,Kalapet,GEN,P. M. L. Kalyanasundaram,M. O. H. F. Shahjahan,BJP,INC
PUDUCHERRY,Puducherry,13,Muthialpet,GEN,J. Prakash Kumar,Vaiyapuri Manikandan,IND,J. Prakash Kumar
PUDUCHERRY,Puducherry,14,Raj Bhavan,GEN,K. Lakshminarayanan,K. Lakshminarayanan,AINRC,INC
PUDUCHERRY,Puducherry,15,Oupalam,GEN,Annibal Kennedy,A. Anbalagan,DMK,Annibal Kennedy
PUDUCHERRY,Puducherry,16,Orleampeth,GEN,G. Nehru Kuppusamy,R. Siva,IND,G. Nehru Kuppusamy
PUDUCHERRY,Puducherry,17,Nellithope,GEN,V. R. Johnkumar,A. Johnkumar,BJP,INC
PUDUCHERRY,Puducherry,18,Mudaliarpet,GEN,L. Sambath,A. Baskar,DMK,V. Balan
PUDUCHERRY,Puducherry,19,Ariankuppam,GEN,R. Baskar Datchanamourtty,T. Djeamourthy,AINRC,INC
PUDUCHERRY,Puducherry,20,Manavely,GEN,Embalam R. Selvam,R.K.R. Anantharaman,BJP,INC
PUDUCHERRY,Puducherry,21,Embalam (SC),SC,U. Lakshmikandhan,M. Candassamy,AINRC,INC
PUDUCHERRY,Puducherry,22,Nettapakkam (SC),SC,P. Rajavelu,V. Vizeaveny,AINRC,INC
PUDUCHERRY,Puducherry,23,Bahour,GEN,R. Senthilkumar,N. Danavelou,DMK,INC
PUDUCHERRY,Puducherry,24,Nedungadu (SC),SC,S. Chandra Priyanga,Chandira Priyanga,AINRC,A. Marimottou
PUDUCHERRY,Puducherry,25,Thirunallar,GEN,P. R. Siva,R. Kamalakannan,IND,INC
PUDUCHERRY,Puducherry,26,Karaikal North,GEN,P. R. N. Thirumurugan,P. R. N. Thirumurugan,AINRC,M. V. Omalingam
PUDUCHERRY,Puducherry,27,Karaikal South,GEN,A. M. H. Nazeem,K. A. U. Asana,DMK,A. M. H. Nazeem
PUDUCHERRY,Puducherry,28,Neravy T.R. Pattinam,GEN,M. Nagathiyagarajan,A. Geetha,DMK,V. M. C. Sivakumar
PUDUCHERRY,Puducherry,29,Mahe,GEN,Ramesh Parambath,Dr. V. Ramachandran,INC,Party color cell Independent
PUDUCHERRY,Puducherry,30,Yanam,GEN,Gollapalli Srinivas Ashok,Malladi Krishna Rao,IND,INC
TAMIL_NADU,Tamil Nadu,1,Gummidipoondi,GEN,T. J. Govindrajan,K. S. Vijayakumar,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,2,Ponneri (SC),SC,Durai Chandrasekar,P. Balaraman,INC,AIADMK
TAMIL_NADU,Tamil Nadu,3,Tiruttani,GEN,S. Chandran,P. M. Narasimhan,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,4,Thiruvallur,GEN,V. G. Raajendran,V. G. Raajendran,DMK,DMK
TAMIL_NADU,Tamil Nadu,5,Poonamallee (SC),SC,A. Krishnaswamy,T. A. Elumalai,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,6,Avadi,GEN,S. M. Nasar,K. Pandiarajan,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,7,Maduravoyal,GEN,K. Ganapathy,P. Benjamin,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,8,Ambattur,GEN,Joseph Samuel,V. Alexander,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,9,Madavaram,GEN,S. Sudharsanam,S. Sudharsanam,DMK,DMK
TAMIL_NADU,Tamil Nadu,10,Thiruvottiyur,GEN,K. P. Shankar,K. P. P. Samy,DMK,DMK
TAMIL_NADU,Tamil Nadu,11,Dr. Radhakrishnan Nagar,GEN,J. John Ebenezer,J. Jayalalithaa,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,12,Perambur,GEN,R. D. Sekar,P. Vetrivel,DMK,AIADMK
TAMIL_NADU,Tamil Nadu,13,Kolathur,GEN,M. K. Stalin,M. K. Stalin,DMK,DMK
TAMIL_NADU,Tamil Nadu,14,Villivakkam,GEN,A. Vetriazhagan,B. Ranganathan,DMK,DMK
TAMIL_NADU,Tamil Nadu,15,Thiru-VI-Ka-Nagar (SC),SC,P. Sivakumar,P. Sivakumar @ Thayagamkavi,DMK,DMK
TAMIL_NADU,Tamil Nadu,16,Egmore (SC),SC,I. Paranthamen,K. S. Ravichandran,DMK,DMK
TAMIL_NADU,Tamil Nadu,17,Royapuram,GEN,Idream R. Murthy,D. Jayakumar,DMK,AIADMK
